! version = 0.11.1
! unit = m
! diameter = False

# Internal geometry of the Besson trumpet E0925 from the "Musée de la Musique - Philharmonie de Paris"
# obtained from tomography, performed by Elsa Lambert for C2RMF lab. 
# More information on this instrument is available here:
# https://inria.hal.science/hal-04352706

#        x	         r
   0.03778	   0.00304
   0.03782	   0.00305
   0.03785	   0.00306
   0.03788	   0.00306
   0.03792	   0.00306
   0.03795	   0.00307
   0.03798	   0.00307
   0.03802	   0.00307
   0.03805	   0.00306
   0.03809	   0.00308
   0.03812	   0.00308
   0.03815	   0.00308
   0.03819	   0.00308
   0.03822	   0.00308
   0.03825	   0.00308
   0.03829	   0.00308
   0.03832	   0.00308
   0.03836	   0.00308
   0.03839	   0.00309
   0.03842	   0.00310
   0.03846	   0.00311
   0.03849	   0.00311
   0.03852	   0.00310
   0.03856	   0.00310
   0.03859	   0.00309
   0.03862	   0.00308
   0.03866	   0.00308
   0.03869	   0.00308
   0.03873	   0.00308
   0.03876	   0.00309
   0.03879	   0.00310
   0.03883	   0.00309
   0.03886	   0.00310
   0.03889	   0.00311
   0.03893	   0.00310
   0.03896	   0.00310
   0.03900	   0.00310
   0.03903	   0.00311
   0.03906	   0.00310
   0.03910	   0.00310
   0.03913	   0.00309
   0.03916	   0.00309
   0.03920	   0.00310
   0.03923	   0.00312
   0.03927	   0.00312
   0.03930	   0.00313
   0.03933	   0.00313
   0.03937	   0.00313
   0.03940	   0.00313
   0.03943	   0.00313
   0.03947	   0.00312
   0.03950	   0.00312
   0.03954	   0.00313
   0.03957	   0.00313
   0.03960	   0.00313
   0.03964	   0.00314
   0.03967	   0.00315
   0.03970	   0.00316
   0.03974	   0.00316
   0.03977	   0.00316
   0.03981	   0.00316
   0.03984	   0.00315
   0.03987	   0.00315
   0.03991	   0.00315
   0.03994	   0.00315
   0.03997	   0.00315
   0.04001	   0.00316
   0.04004	   0.00317
   0.04007	   0.00316
   0.04011	   0.00316
   0.04014	   0.00316
   0.04018	   0.00317
   0.04021	   0.00316
   0.04024	   0.00316
   0.04028	   0.00316
   0.04031	   0.00317
   0.04034	   0.00317
   0.04038	   0.00317
   0.04041	   0.00317
   0.04045	   0.00317
   0.04048	   0.00317
   0.04051	   0.00318
   0.04055	   0.00318
   0.04058	   0.00319
   0.04061	   0.00319
   0.04065	   0.00320
   0.04068	   0.00320
   0.04072	   0.00319
   0.04075	   0.00318
   0.04078	   0.00319
   0.04082	   0.00320
   0.04085	   0.00319
   0.04088	   0.00319
   0.04092	   0.00320
   0.04095	   0.00320
   0.04098	   0.00320
   0.04102	   0.00320
   0.04105	   0.00320
   0.04109	   0.00320
   0.04112	   0.00320
   0.04115	   0.00320
   0.04119	   0.00320
   0.04122	   0.00320
   0.04125	   0.00322
   0.04129	   0.00320
   0.04132	   0.00321
   0.04136	   0.00321
   0.04139	   0.00321
   0.04142	   0.00321
   0.04146	   0.00322
   0.04149	   0.00321
   0.04152	   0.00323
   0.04156	   0.00322
   0.04159	   0.00321
   0.04163	   0.00321
   0.04166	   0.00321
   0.04169	   0.00321
   0.04173	   0.00322
   0.04176	   0.00322
   0.04179	   0.00322
   0.04183	   0.00322
   0.04186	   0.00324
   0.04189	   0.00324
   0.04193	   0.00324
   0.04196	   0.00324
   0.04199	   0.00323
   0.04203	   0.00323
   0.04206	   0.00323
   0.04210	   0.00323
   0.04213	   0.00323
   0.04216	   0.00323
   0.04220	   0.00323
   0.04223	   0.00323
   0.04226	   0.00323
   0.04230	   0.00323
   0.04233	   0.00324
   0.04237	   0.00325
   0.04240	   0.00326
   0.04243	   0.00325
   0.04247	   0.00325
   0.04250	   0.00325
   0.04254	   0.00325
   0.04257	   0.00324
   0.04260	   0.00325
   0.04264	   0.00325
   0.04267	   0.00326
   0.04270	   0.00326
   0.04274	   0.00325
   0.04277	   0.00326
   0.04280	   0.00326
   0.04284	   0.00326
   0.04287	   0.00327
   0.04290	   0.00327
   0.04294	   0.00328
   0.04297	   0.00327
   0.04301	   0.00327
   0.04304	   0.00327
   0.04307	   0.00328
   0.04311	   0.00329
   0.04314	   0.00328
   0.04317	   0.00328
   0.04321	   0.00328
   0.04324	   0.00328
   0.04328	   0.00328
   0.04331	   0.00328
   0.04334	   0.00328
   0.04338	   0.00328
   0.04341	   0.00328
   0.04344	   0.00328
   0.04348	   0.00328
   0.04351	   0.00328
   0.04355	   0.00328
   0.04358	   0.00328
   0.04361	   0.00329
   0.04365	   0.00330
   0.04368	   0.00330
   0.04371	   0.00330
   0.04375	   0.00330
   0.04378	   0.00330
   0.04381	   0.00330
   0.04385	   0.00330
   0.04388	   0.00330
   0.04392	   0.00330
   0.04395	   0.00329
   0.04398	   0.00330
   0.04402	   0.00331
   0.04405	   0.00332
   0.04408	   0.00332
   0.04412	   0.00332
   0.04415	   0.00332
   0.04419	   0.00332
   0.04422	   0.00332
   0.04425	   0.00331
   0.04429	   0.00332
   0.04432	   0.00333
   0.04435	   0.00332
   0.04439	   0.00334
   0.04442	   0.00333
   0.04446	   0.00332
   0.04449	   0.00333
   0.04452	   0.00333
   0.04456	   0.00333
   0.04459	   0.00333
   0.04462	   0.00333
   0.04466	   0.00333
   0.04469	   0.00334
   0.04473	   0.00334
   0.04476	   0.00334
   0.04479	   0.00334
   0.04483	   0.00334
   0.04486	   0.00334
   0.04489	   0.00334
   0.04493	   0.00334
   0.04496	   0.00334
   0.04500	   0.00335
   0.04503	   0.00335
   0.04506	   0.00335
   0.04510	   0.00335
   0.04513	   0.00335
   0.04516	   0.00335
   0.04520	   0.00335
   0.04523	   0.00335
   0.04526	   0.00335
   0.04530	   0.00335
   0.04533	   0.00335
   0.04537	   0.00335
   0.04540	   0.00335
   0.04543	   0.00335
   0.04547	   0.00336
   0.04550	   0.00337
   0.04553	   0.00338
   0.04557	   0.00337
   0.04560	   0.00337
   0.04564	   0.00336
   0.04567	   0.00338
   0.04570	   0.00338
   0.04574	   0.00339
   0.04577	   0.00338
   0.04580	   0.00337
   0.04584	   0.00337
   0.04587	   0.00338
   0.04591	   0.00338
   0.04594	   0.00338
   0.04597	   0.00336
   0.04601	   0.00336
   0.04604	   0.00335
   0.04607	   0.00336
   0.04611	   0.00337
   0.04614	   0.00338
   0.04618	   0.00339
   0.04621	   0.00339
   0.04624	   0.00340
   0.04628	   0.00340
   0.04631	   0.00340
   0.04634	   0.00339
   0.04638	   0.00339
   0.04641	   0.00340
   0.04644	   0.00339
   0.04648	   0.00340
   0.04651	   0.00340
   0.04655	   0.00340
   0.04658	   0.00340
   0.04661	   0.00340
   0.04665	   0.00340
   0.04668	   0.00340
   0.04671	   0.00340
   0.04675	   0.00340
   0.04678	   0.00341
   0.04682	   0.00341
   0.04685	   0.00341
   0.04688	   0.00341
   0.04692	   0.00342
   0.04695	   0.00340
   0.04698	   0.00340
   0.04702	   0.00340
   0.04705	   0.00340
   0.04709	   0.00341
   0.04712	   0.00342
   0.04715	   0.00342
   0.04719	   0.00342
   0.04722	   0.00341
   0.04725	   0.00341
   0.04729	   0.00341
   0.04732	   0.00341
   0.04735	   0.00341
   0.04739	   0.00341
   0.04742	   0.00341
   0.04745	   0.00342
   0.04749	   0.00343
   0.04752	   0.00342
   0.04756	   0.00342
   0.04759	   0.00341
   0.04762	   0.00342
   0.04766	   0.00342
   0.04769	   0.00343
   0.04772	   0.00342
   0.04776	   0.00341
   0.04779	   0.00341
   0.04783	   0.00342
   0.04786	   0.00342
   0.04789	   0.00342
   0.04793	   0.00342
   0.04796	   0.00343
   0.04800	   0.00343
   0.04803	   0.00344
   0.04806	   0.00344
   0.04810	   0.00344
   0.04813	   0.00345
   0.04816	   0.00345
   0.04820	   0.00345
   0.04823	   0.00346
   0.04826	   0.00346
   0.04830	   0.00345
   0.04833	   0.00345
   0.04836	   0.00346
   0.04840	   0.00346
   0.04843	   0.00346
   0.04847	   0.00346
   0.04850	   0.00345
   0.04853	   0.00346
   0.04857	   0.00346
   0.04860	   0.00346
   0.04863	   0.00346
   0.04867	   0.00345
   0.04870	   0.00346
   0.04874	   0.00346
   0.04877	   0.00346
   0.04880	   0.00347
   0.04884	   0.00347
   0.04887	   0.00348
   0.04890	   0.00348
   0.04894	   0.00348
   0.04897	   0.00348
   0.04901	   0.00348
   0.04904	   0.00349
   0.04907	   0.00349
   0.04911	   0.00348
   0.04914	   0.00348
   0.04917	   0.00347
   0.04921	   0.00347
   0.04924	   0.00348
   0.04927	   0.00346
   0.04931	   0.00346
   0.04934	   0.00346
   0.04938	   0.00346
   0.04941	   0.00348
   0.04944	   0.00349
   0.04948	   0.00349
   0.04951	   0.00349
   0.04954	   0.00349
   0.04958	   0.00348
   0.04961	   0.00349
   0.04965	   0.00350
   0.04968	   0.00350
   0.04971	   0.00350
   0.04975	   0.00349
   0.04978	   0.00348
   0.04981	   0.00348
   0.04985	   0.00349
   0.04988	   0.00349
   0.04992	   0.00350
   0.04995	   0.00349
   0.04998	   0.00348
   0.05002	   0.00350
   0.05005	   0.00350
   0.05008	   0.00350
   0.05012	   0.00350
   0.05015	   0.00350
   0.05019	   0.00349
   0.05022	   0.00350
   0.05025	   0.00350
   0.05029	   0.00351
   0.05032	   0.00351
   0.05035	   0.00351
   0.05039	   0.00351
   0.05042	   0.00351
   0.05045	   0.00351
   0.05049	   0.00351
   0.05052	   0.00351
   0.05056	   0.00351
   0.05059	   0.00351
   0.05062	   0.00351
   0.05066	   0.00351
   0.05069	   0.00351
   0.05072	   0.00351
   0.05076	   0.00352
   0.05079	   0.00352
   0.05083	   0.00352
   0.05086	   0.00353
   0.05089	   0.00353
   0.05093	   0.00354
   0.05096	   0.00355
   0.05099	   0.00355
   0.05103	   0.00355
   0.05106	   0.00355
   0.05110	   0.00355
   0.05113	   0.00355
   0.05116	   0.00355
   0.05120	   0.00355
   0.05123	   0.00355
   0.05126	   0.00355
   0.05130	   0.00355
   0.05133	   0.00355
   0.05137	   0.00355
   0.05140	   0.00355
   0.05143	   0.00356
   0.05147	   0.00356
   0.05150	   0.00356
   0.05153	   0.00357
   0.05157	   0.00357
   0.05160	   0.00357
   0.05164	   0.00358
   0.05167	   0.00357
   0.05170	   0.00356
   0.05174	   0.00356
   0.05177	   0.00356
   0.05180	   0.00357
   0.05184	   0.00357
   0.05187	   0.00357
   0.05190	   0.00357
   0.05194	   0.00356
   0.05197	   0.00357
   0.05201	   0.00357
   0.05204	   0.00356
   0.05207	   0.00356
   0.05211	   0.00356
   0.05214	   0.00355
   0.05217	   0.00355
   0.05221	   0.00355
   0.05224	   0.00354
   0.05228	   0.00355
   0.05231	   0.00356
   0.05234	   0.00357
   0.05238	   0.00358
   0.05241	   0.00358
   0.05244	   0.00359
   0.05248	   0.00357
   0.05251	   0.00358
   0.05255	   0.00359
   0.05258	   0.00359
   0.05261	   0.00358
   0.05265	   0.00360
   0.05268	   0.00360
   0.05271	   0.00359
   0.05275	   0.00359
   0.05278	   0.00360
   0.05281	   0.00360
   0.05285	   0.00359
   0.05288	   0.00358
   0.05291	   0.00359
   0.05295	   0.00359
   0.05298	   0.00359
   0.05302	   0.00359
   0.05305	   0.00359
   0.05308	   0.00360
   0.05312	   0.00359
   0.05315	   0.00358
   0.05319	   0.00359
   0.05322	   0.00358
   0.05325	   0.00359
   0.05329	   0.00360
   0.05332	   0.00360
   0.05335	   0.00358
   0.05339	   0.00357
   0.05342	   0.00358
   0.05346	   0.00358
   0.05349	   0.00359
   0.05352	   0.00361
   0.05356	   0.00361
   0.05359	   0.00360
   0.05362	   0.00360
   0.05366	   0.00360
   0.05369	   0.00360
   0.05372	   0.00361
   0.05376	   0.00361
   0.05379	   0.00361
   0.05382	   0.00361
   0.05386	   0.00361
   0.05389	   0.00361
   0.05393	   0.00361
   0.05396	   0.00361
   0.05399	   0.00361
   0.05403	   0.00360
   0.05406	   0.00360
   0.05409	   0.00361
   0.05413	   0.00361
   0.05416	   0.00361
   0.05420	   0.00361
   0.05423	   0.00361
   0.05426	   0.00361
   0.05430	   0.00361
   0.05433	   0.00361
   0.05436	   0.00361
   0.05440	   0.00361
   0.05443	   0.00361
   0.05447	   0.00361
   0.05450	   0.00361
   0.05453	   0.00361
   0.05457	   0.00361
   0.05460	   0.00360
   0.05463	   0.00360
   0.05467	   0.00358
   0.05470	   0.00358
   0.05473	   0.00358
   0.05477	   0.00360
   0.05480	   0.00361
   0.05484	   0.00361
   0.05487	   0.00361
   0.05490	   0.00360
   0.05494	   0.00361
   0.05497	   0.00361
   0.05500	   0.00362
   0.05504	   0.00364
   0.05507	   0.00364
   0.05511	   0.00365
   0.05514	   0.00364
   0.05517	   0.00362
   0.05521	   0.00361
   0.05524	   0.00361
   0.05527	   0.00361
   0.05531	   0.00361
   0.05534	   0.00361
   0.05538	   0.00362
   0.05541	   0.00362
   0.05544	   0.00363
   0.05548	   0.00363
   0.05551	   0.00361
   0.05554	   0.00361
   0.05558	   0.00361
   0.05561	   0.00362
   0.05565	   0.00362
   0.05568	   0.00361
   0.05571	   0.00361
   0.05575	   0.00360
   0.05578	   0.00360
   0.05581	   0.00360
   0.05585	   0.00360
   0.05588	   0.00361
   0.05591	   0.00361
   0.05595	   0.00361
   0.05598	   0.00361
   0.05602	   0.00362
   0.05605	   0.00362
   0.05608	   0.00361
   0.05612	   0.00361
   0.05615	   0.00362
   0.05618	   0.00362
   0.05622	   0.00361
   0.05625	   0.00361
   0.05629	   0.00361
   0.05632	   0.00362
   0.05635	   0.00362
   0.05639	   0.00362
   0.05642	   0.00362
   0.05645	   0.00363
   0.05649	   0.00362
   0.05652	   0.00362
   0.05656	   0.00362
   0.05659	   0.00363
   0.05662	   0.00363
   0.05666	   0.00362
   0.05669	   0.00362
   0.05672	   0.00362
   0.05676	   0.00362
   0.05679	   0.00362
   0.05683	   0.00362
   0.05686	   0.00362
   0.05689	   0.00362
   0.05693	   0.00362
   0.05696	   0.00362
   0.05699	   0.00362
   0.05703	   0.00363
   0.05706	   0.00363
   0.05709	   0.00364
   0.05713	   0.00363
   0.05716	   0.00364
   0.05720	   0.00364
   0.05723	   0.00363
   0.05726	   0.00363
   0.05730	   0.00363
   0.05733	   0.00364
   0.05736	   0.00365
   0.05740	   0.00364
   0.05743	   0.00364
   0.05747	   0.00364
   0.05750	   0.00364
   0.05753	   0.00363
   0.05757	   0.00363
   0.05760	   0.00362
   0.05763	   0.00363
   0.05767	   0.00364
   0.05770	   0.00363
   0.05774	   0.00363
   0.05777	   0.00362
   0.05780	   0.00362
   0.05784	   0.00362
   0.05787	   0.00363
   0.05790	   0.00363
   0.05794	   0.00361
   0.05797	   0.00360
   0.05801	   0.00361
   0.05804	   0.00361
   0.05807	   0.00362
   0.05811	   0.00362
   0.05814	   0.00362
   0.05817	   0.00362
   0.05821	   0.00362
   0.05824	   0.00362
   0.05827	   0.00361
   0.05831	   0.00361
   0.05834	   0.00362
   0.05838	   0.00363
   0.05841	   0.00362
   0.05844	   0.00362
   0.05848	   0.00363
   0.05851	   0.00362
   0.05854	   0.00362
   0.05858	   0.00363
   0.05861	   0.00364
   0.05865	   0.00362
   0.05868	   0.00360
   0.05871	   0.00360
   0.05875	   0.00359
   0.05878	   0.00359
   0.05881	   0.00359
   0.05885	   0.00362
   0.05888	   0.00365
   0.05892	   0.00364
   0.05895	   0.00364
   0.05898	   0.00365
   0.05902	   0.00364
   0.05905	   0.00363
   0.05908	   0.00364
   0.05912	   0.00363
   0.05915	   0.00363
   0.05918	   0.00363
   0.05922	   0.00363
   0.05925	   0.00363
   0.05928	   0.00364
   0.05932	   0.00363
   0.05935	   0.00365
   0.05939	   0.00365
   0.05942	   0.00366
   0.05945	   0.00365
   0.05949	   0.00365
   0.05952	   0.00366
   0.05955	   0.00366
   0.05959	   0.00366
   0.05962	   0.00366
   0.05966	   0.00366
   0.05969	   0.00366
   0.05972	   0.00365
   0.05976	   0.00365
   0.05979	   0.00365
   0.05983	   0.00365
   0.05986	   0.00363
   0.05989	   0.00365
   0.05993	   0.00366
   0.05996	   0.00366
   0.05999	   0.00366
   0.06003	   0.00365
   0.06006	   0.00365
   0.06009	   0.00365
   0.06013	   0.00364
   0.06016	   0.00364
   0.06019	   0.00365
   0.06023	   0.00363
   0.06026	   0.00363
   0.06030	   0.00362
   0.06033	   0.00362
   0.06036	   0.00363
   0.06040	   0.00365
   0.06043	   0.00366
   0.06046	   0.00366
   0.06050	   0.00366
   0.06053	   0.00365
   0.06057	   0.00364
   0.06060	   0.00365
   0.06063	   0.00365
   0.06067	   0.00365
   0.06070	   0.00366
   0.06073	   0.00365
   0.06077	   0.00365
   0.06080	   0.00366
   0.06084	   0.00367
   0.06087	   0.00367
   0.06090	   0.00366
   0.06094	   0.00366
   0.06097	   0.00366
   0.06100	   0.00365
   0.06104	   0.00365
   0.06107	   0.00366
   0.06110	   0.00367
   0.06114	   0.00367
   0.06117	   0.00367
   0.06121	   0.00367
   0.06124	   0.00367
   0.06127	   0.00367
   0.06131	   0.00368
   0.06134	   0.00368
   0.06137	   0.00367
   0.06141	   0.00367
   0.06144	   0.00368
   0.06148	   0.00368
   0.06151	   0.00368
   0.06154	   0.00368
   0.06158	   0.00368
   0.06161	   0.00368
   0.06164	   0.00367
   0.06168	   0.00367
   0.06171	   0.00368
   0.06175	   0.00368
   0.06178	   0.00368
   0.06181	   0.00367
   0.06185	   0.00367
   0.06188	   0.00368
   0.06191	   0.00368
   0.06195	   0.00368
   0.06198	   0.00367
   0.06202	   0.00365
   0.06205	   0.00365
   0.06208	   0.00365
   0.06212	   0.00365
   0.06215	   0.00365
   0.06218	   0.00364
   0.06222	   0.00365
   0.06225	   0.00367
   0.06229	   0.00367
   0.06232	   0.00367
   0.06235	   0.00367
   0.06239	   0.00366
   0.06242	   0.00366
   0.06245	   0.00367
   0.06249	   0.00369
   0.06252	   0.00368
   0.06255	   0.00368
   0.06259	   0.00368
   0.06262	   0.00368
   0.06266	   0.00368
   0.06269	   0.00369
   0.06272	   0.00368
   0.06276	   0.00369
   0.06279	   0.00368
   0.06282	   0.00369
   0.06286	   0.00369
   0.06289	   0.00368
   0.06293	   0.00368
   0.06296	   0.00368
   0.06299	   0.00368
   0.06303	   0.00369
   0.06306	   0.00368
   0.06309	   0.00368
   0.06313	   0.00367
   0.06316	   0.00367
   0.06320	   0.00368
   0.06323	   0.00368
   0.06326	   0.00368
   0.06330	   0.00368
   0.06333	   0.00369
   0.06336	   0.00369
   0.06340	   0.00370
   0.06343	   0.00369
   0.06346	   0.00369
   0.06350	   0.00369
   0.06353	   0.00370
   0.06357	   0.00370
   0.06360	   0.00368
   0.06363	   0.00370
   0.06367	   0.00369
   0.06370	   0.00370
   0.06373	   0.00368
   0.06377	   0.00368
   0.06380	   0.00369
   0.06384	   0.00370
   0.06387	   0.00371
   0.06390	   0.00370
   0.06394	   0.00370
   0.06397	   0.00370
   0.06400	   0.00369
   0.06404	   0.00370
   0.06407	   0.00370
   0.06410	   0.00370
   0.06414	   0.00371
   0.06417	   0.00371
   0.06421	   0.00371
   0.06424	   0.00371
   0.06427	   0.00372
   0.06431	   0.00371
   0.06434	   0.00371
   0.06438	   0.00371
   0.06441	   0.00371
   0.06444	   0.00372
   0.06448	   0.00372
   0.06451	   0.00372
   0.06454	   0.00371
   0.06458	   0.00371
   0.06461	   0.00371
   0.06464	   0.00373
   0.06468	   0.00372
   0.06471	   0.00371
   0.06475	   0.00371
   0.06478	   0.00373
   0.06481	   0.00373
   0.06485	   0.00373
   0.06488	   0.00373
   0.06491	   0.00373
   0.06495	   0.00372
   0.06498	   0.00372
   0.06502	   0.00372
   0.06505	   0.00373
   0.06508	   0.00374
   0.06512	   0.00373
   0.06515	   0.00372
   0.06518	   0.00373
   0.06522	   0.00373
   0.06525	   0.00374
   0.06528	   0.00372
   0.06532	   0.00372
   0.06535	   0.00372
   0.06539	   0.00372
   0.06542	   0.00373
   0.06545	   0.00374
   0.06549	   0.00373
   0.06552	   0.00374
   0.06555	   0.00373
   0.06559	   0.00373
   0.06562	   0.00373
   0.06566	   0.00373
   0.06569	   0.00372
   0.06572	   0.00373
   0.06576	   0.00374
   0.06579	   0.00374
   0.06582	   0.00374
   0.06586	   0.00375
   0.06589	   0.00373
   0.06592	   0.00373
   0.06596	   0.00373
   0.06599	   0.00373
   0.06603	   0.00374
   0.06606	   0.00374
   0.06609	   0.00374
   0.06613	   0.00373
   0.06616	   0.00373
   0.06620	   0.00374
   0.06623	   0.00374
   0.06626	   0.00374
   0.06630	   0.00374
   0.06633	   0.00374
   0.06636	   0.00375
   0.06640	   0.00375
   0.06643	   0.00376
   0.06646	   0.00377
   0.06650	   0.00376
   0.06653	   0.00376
   0.06657	   0.00376
   0.06660	   0.00374
   0.06663	   0.00375
   0.06667	   0.00373
   0.06670	   0.00374
   0.06673	   0.00375
   0.06677	   0.00375
   0.06680	   0.00376
   0.06684	   0.00377
   0.06687	   0.00377
   0.06690	   0.00376
   0.06694	   0.00377
   0.06697	   0.00377
   0.06700	   0.00377
   0.06704	   0.00377
   0.06707	   0.00377
   0.06710	   0.00377
   0.06714	   0.00377
   0.06717	   0.00377
   0.06721	   0.00376
   0.06724	   0.00376
   0.06727	   0.00377
   0.06731	   0.00377
   0.06734	   0.00377
   0.06737	   0.00377
   0.06741	   0.00377
   0.06744	   0.00377
   0.06748	   0.00377
   0.06751	   0.00377
   0.06754	   0.00377
   0.06758	   0.00377
   0.06761	   0.00377
   0.06764	   0.00378
   0.06768	   0.00378
   0.06771	   0.00378
   0.06774	   0.00378
   0.06778	   0.00378
   0.06781	   0.00378
   0.06785	   0.00378
   0.06788	   0.00378
   0.06791	   0.00378
   0.06795	   0.00378
   0.06798	   0.00379
   0.06802	   0.00379
   0.06805	   0.00380
   0.06808	   0.00380
   0.06812	   0.00381
   0.06815	   0.00381
   0.06818	   0.00381
   0.06822	   0.00381
   0.06825	   0.00381
   0.06828	   0.00380
   0.06832	   0.00380
   0.06835	   0.00380
   0.06839	   0.00380
   0.06842	   0.00380
   0.06845	   0.00380
   0.06849	   0.00381
   0.06852	   0.00380
   0.06855	   0.00380
   0.06859	   0.00380
   0.06862	   0.00380
   0.06865	   0.00379
   0.06869	   0.00380
   0.06872	   0.00380
   0.06876	   0.00380
   0.06879	   0.00380
   0.06882	   0.00380
   0.06886	   0.00380
   0.06889	   0.00380
   0.06893	   0.00379
   0.06896	   0.00379
   0.06899	   0.00380
   0.06903	   0.00380
   0.06906	   0.00381
   0.06909	   0.00381
   0.06913	   0.00381
   0.06916	   0.00381
   0.06919	   0.00381
   0.06923	   0.00381
   0.06926	   0.00380
   0.06930	   0.00381
   0.06933	   0.00381
   0.06936	   0.00381
   0.06940	   0.00383
   0.06943	   0.00383
   0.06946	   0.00383
   0.06950	   0.00382
   0.06953	   0.00383
   0.06957	   0.00383
   0.06960	   0.00383
   0.06963	   0.00384
   0.06967	   0.00383
   0.06970	   0.00382
   0.06973	   0.00382
   0.06977	   0.00383
   0.06980	   0.00383
   0.06983	   0.00383
   0.06987	   0.00383
   0.06990	   0.00384
   0.06994	   0.00384
   0.06997	   0.00384
   0.07000	   0.00384
   0.07004	   0.00384
   0.07007	   0.00384
   0.07010	   0.00384
   0.07014	   0.00384
   0.07017	   0.00384
   0.07021	   0.00384
   0.07024	   0.00384
   0.07027	   0.00385
   0.07031	   0.00384
   0.07034	   0.00384
   0.07037	   0.00385
   0.07041	   0.00385
   0.07044	   0.00385
   0.07047	   0.00385
   0.07051	   0.00386
   0.07054	   0.00385
   0.07058	   0.00386
   0.07061	   0.00386
   0.07064	   0.00386
   0.07068	   0.00386
   0.07071	   0.00384
   0.07075	   0.00384
   0.07078	   0.00384
   0.07081	   0.00384
   0.07085	   0.00385
   0.07088	   0.00387
   0.07091	   0.00387
   0.07095	   0.00387
   0.07098	   0.00386
   0.07101	   0.00385
   0.07105	   0.00386
   0.07108	   0.00387
   0.07112	   0.00387
   0.07115	   0.00387
   0.07118	   0.00387
   0.07122	   0.00387
   0.07125	   0.00387
   0.07128	   0.00387
   0.07132	   0.00387
   0.07135	   0.00387
   0.07139	   0.00387
   0.07142	   0.00387
   0.07145	   0.00388
   0.07149	   0.00388
   0.07152	   0.00388
   0.07155	   0.00388
   0.07159	   0.00388
   0.07162	   0.00387
   0.07165	   0.00387
   0.07169	   0.00388
   0.07172	   0.00389
   0.07176	   0.00389
   0.07179	   0.00389
   0.07182	   0.00389
   0.07186	   0.00389
   0.07189	   0.00389
   0.07193	   0.00390
   0.07196	   0.00390
   0.07199	   0.00389
   0.07203	   0.00389
   0.07206	   0.00390
   0.07209	   0.00391
   0.07213	   0.00389
   0.07216	   0.00390
   0.07219	   0.00390
   0.07223	   0.00390
   0.07226	   0.00390
   0.07229	   0.00390
   0.07233	   0.00390
   0.07236	   0.00391
   0.07240	   0.00391
   0.07243	   0.00392
   0.07246	   0.00392
   0.07250	   0.00391
   0.07253	   0.00391
   0.07257	   0.00392
   0.07260	   0.00391
   0.07263	   0.00391
   0.07267	   0.00391
   0.07270	   0.00391
   0.07273	   0.00391
   0.07277	   0.00392
   0.07280	   0.00392
   0.07283	   0.00392
   0.07287	   0.00391
   0.07290	   0.00391
   0.07294	   0.00393
   0.07297	   0.00393
   0.07300	   0.00394
   0.07304	   0.00394
   0.07307	   0.00394
   0.07310	   0.00394
   0.07314	   0.00394
   0.07317	   0.00394
   0.07321	   0.00394
   0.07324	   0.00394
   0.07327	   0.00395
   0.07331	   0.00395
   0.07334	   0.00394
   0.07337	   0.00394
   0.07341	   0.00394
   0.07344	   0.00394
   0.07347	   0.00394
   0.07351	   0.00394
   0.07354	   0.00394
   0.07358	   0.00394
   0.07361	   0.00394
   0.07364	   0.00394
   0.07368	   0.00394
   0.07371	   0.00394
   0.07375	   0.00394
   0.07378	   0.00394
   0.07381	   0.00394
   0.07385	   0.00394
   0.07388	   0.00394
   0.07391	   0.00394
   0.07395	   0.00395
   0.07398	   0.00395
   0.07401	   0.00396
   0.07405	   0.00396
   0.07408	   0.00396
   0.07412	   0.00397
   0.07415	   0.00396
   0.07418	   0.00396
   0.07422	   0.00396
   0.07425	   0.00396
   0.07428	   0.00397
   0.07432	   0.00396
   0.07435	   0.00396
   0.07439	   0.00396
   0.07442	   0.00396
   0.07445	   0.00397
   0.07449	   0.00398
   0.07452	   0.00398
   0.07455	   0.00397
   0.07459	   0.00398
   0.07462	   0.00397
   0.07465	   0.00398
   0.07469	   0.00398
   0.07472	   0.00399
   0.07476	   0.00398
   0.07479	   0.00398
   0.07482	   0.00397
   0.07486	   0.00398
   0.07489	   0.00398
   0.07492	   0.00398
   0.07496	   0.00398
   0.07499	   0.00400
   0.07638	   0.00411
   0.07829	   0.00418
   0.08020	   0.00427
   0.08210	   0.00438
   0.08401	   0.00465
   0.08592	   0.00528
   0.08783	   0.00531
   0.08974	   0.00526
   0.09166	   0.00478
   0.09357	   0.00474
   0.09547	   0.00474
   0.09739	   0.00474
   0.09929	   0.00475
   0.10120	   0.00475
   0.10311	   0.00475
   0.10502	   0.00475
   0.10692	   0.00477
   0.10883	   0.00475
   0.11082	   0.00486
   0.11273	   0.00485
   0.11465	   0.00488
   0.11658	   0.00495
   0.11849	   0.00498
   0.12040	   0.00498
   0.12234	   0.00500
   0.12425	   0.00499
   0.12618	   0.00496
   0.12809	   0.00498
   0.12999	   0.00499
   0.13192	   0.00503
   0.13383	   0.00498
   0.13574	   0.00501
   0.13766	   0.00504
   0.13957	   0.00507
   0.14149	   0.00502
   0.14340	   0.00502
   0.14531	   0.00485
   0.14723	   0.00485
   0.14914	   0.00484
   0.15105	   0.00491
   0.15296	   0.00489
   0.15486	   0.00491
   0.15677	   0.00490
   0.15868	   0.00489
   0.16060	   0.00492
   0.16251	   0.00492
   0.16443	   0.00492
   0.16637	   0.00494
   0.16828	   0.00495
   0.17019	   0.00495
