! version = 0.11.1
! unit = m
! diameter = False

# Internal geometry of the Besson trumpet E0925 from the "Musée de la Musique - Philharmonie de Paris"
# obtained from tomography, performed by Elsa Lambert for C2RMF lab. 
# More information on this instrument is available here:
# https://inria.hal.science/hal-04352706

#        x	         r
   0.17210	   0.00495
   0.17401	   0.00495
   0.17591	   0.00498
   0.17782	   0.00499
   0.17973	   0.00499
   0.18164	   0.00502
   0.18355	   0.00500
   0.18546	   0.00503
   0.18737	   0.00503
   0.18928	   0.00507
   0.19118	   0.00508
   0.19309	   0.00505
   0.19500	   0.00505
   0.19693	   0.00506
   0.19884	   0.00507
   0.20074	   0.00508
   0.20265	   0.00510
   0.20457	   0.00509
   0.20648	   0.00508
   0.20838	   0.00508
   0.21029	   0.00512
   0.21220	   0.00513
   0.21411	   0.00514
   0.21602	   0.00515
   0.21793	   0.00514
   0.21984	   0.00515
   0.22175	   0.00516
   0.22366	   0.00519
   0.22557	   0.00516
   0.22748	   0.00520
   0.22939	   0.00520
   0.23129	   0.00520
   0.23322	   0.00523
   0.23514	   0.00524
   0.23705	   0.00523
   0.23896	   0.00524
   0.24087	   0.00524
   0.24278	   0.00525
   0.24469	   0.00527
   0.24660	   0.00526
   0.24850	   0.00527
   0.25041	   0.00527
   0.25232	   0.00528
   0.25423	   0.00529
   0.25615	   0.00528
   0.25806	   0.00533
   0.25996	   0.00532
   0.26187	   0.00532
   0.26379	   0.00533
   0.26570	   0.00532
   0.26761	   0.00534
   0.26951	   0.00533
   0.27143	   0.00534
   0.27334	   0.00537
   0.27524	   0.00537
   0.27715	   0.00565
   0.27906	   0.00551
   0.28101	   0.00547
   0.28292	   0.00545
   0.28483	   0.00549
   0.28674	   0.00552
   0.28869	   0.00556
   0.29062	   0.00548
   0.29253	   0.00544
   0.29445	   0.00544
   0.29636	   0.00545
   0.29827	   0.00547
   0.30018	   0.00547
   0.30213	   0.00545
   0.30404	   0.00523
   0.30598	   0.00532
   0.30789	   0.00531
   0.30986	   0.00534
   0.31197	   0.00537
   0.31400	   0.00520
   0.31595	   0.00524
   0.31789	   0.00517
   0.31990	   0.00530
   0.32182	   0.00526
   0.32376	   0.00529
   0.32567	   0.00525
   0.32760	   0.00526
   0.32951	   0.00529
   0.33142	   0.00532
   0.33340	   0.00530
   0.33536	   0.00530
   0.33731	   0.00524
   0.33924	   0.00534
   0.34122	   0.00546
   0.34313	   0.00541
   0.34504	   0.00541
   0.34697	   0.00540
   0.34889	   0.00542
   0.35080	   0.00540
   0.35273	   0.00544
   0.35468	   0.00542
   0.35660	   0.00540
   0.35851	   0.00543
   0.36046	   0.00542
   0.36236	   0.00541
   0.36430	   0.00542
   0.36622	   0.00539
   0.36813	   0.00541
   0.37005	   0.00546
   0.37197	   0.00552
   0.37391	   0.00549
   0.37589	   0.00553
   0.37782	   0.00537
   0.37973	   0.00549
   0.38163	   0.00550
   0.38355	   0.00538
   0.38546	   0.00551
   0.38737	   0.00549
   0.38928	   0.00540
   0.39122	   0.00541
   0.39317	   0.00539
   0.39512	   0.00543
   0.39707	   0.00543
   0.39901	   0.00550
   0.40097	   0.00553
   0.40288	   0.00551
   0.40482	   0.00551
   0.40680	   0.00554
   0.40871	   0.00553
   0.41069	   0.00557
   0.41261	   0.00558
   0.41455	   0.00559
   0.41646	   0.00556
   0.41838	   0.00557
   0.42029	   0.00557
   0.42222	   0.00558
   0.42412	   0.00558
   0.42607	   0.00557
   0.42798	   0.00552
   0.42989	   0.00542
   0.43180	   0.00552
   0.43372	   0.00553
   0.43565	   0.00555
   0.43757	   0.00558
   0.43951	   0.00555
   0.44142	   0.00553
   0.44333	   0.00542
   0.44524	   0.00553
   0.44715	   0.00553
   0.44906	   0.00554
   0.45097	   0.00557
   0.45291	   0.00558
   0.45486	   0.00559
   0.45676	   0.00558
   0.45868	   0.00561
   0.46058	   0.00557
   0.46249	   0.00553
   0.46447	   0.00559
   0.46643	   0.00560
   0.46835	   0.00559
   0.47030	   0.00561
   0.47226	   0.00559
   0.47419	   0.00557
   0.47609	   0.00557
   0.47800	   0.00557
   0.47991	   0.00556
   0.48184	   0.00557
   0.48377	   0.00552
   0.48575	   0.00555
   0.48767	   0.00551
   0.48963	   0.00558
   0.49154	   0.00553
   0.49344	   0.00554
   0.49535	   0.00553
   0.49733	   0.00554
   0.49931	   0.00541
   0.50124	   0.00540
   0.50318	   0.00543
   0.50510	   0.00543
   0.50701	   0.00542
   0.50892	   0.00543
   0.51088	   0.00539
   0.51282	   0.00543
   0.51499	   0.00543
   0.51703	   0.00531
   0.51896	   0.00539
   0.52097	   0.00540
   0.52288	   0.00539
   0.52487	   0.00540
   0.52691	   0.00549
   0.52886	   0.00541
   0.53077	   0.00543
   0.53272	   0.00550
   0.53464	   0.00546
   0.53654	   0.00540
   0.53847	   0.00543
   0.54039	   0.00539
   0.54238	   0.00548
   0.54440	   0.00543
   0.54631	   0.00540
   0.54827	   0.00539
   0.55019	   0.00537
   0.55213	   0.00541
   0.55404	   0.00540
   0.55595	   0.00541
   0.55786	   0.00536
   0.55980	   0.00537
   0.56172	   0.00540
   0.56364	   0.00539
   0.56557	   0.00542
   0.56749	   0.00544
   0.56940	   0.00543
   0.57133	   0.00541
   0.57324	   0.00540
   0.57515	   0.00539
   0.57710	   0.00541
   0.57904	   0.00541
   0.58099	   0.00544
   0.58291	   0.00545
   0.58482	   0.00544
   0.58675	   0.00544
   0.58866	   0.00543
   0.59059	   0.00542
   0.59254	   0.00547
   0.59455	   0.00547
   0.59656	   0.00547
   0.59855	   0.00553
   0.60055	   0.00545
   0.60247	   0.00543
   0.60439	   0.00545
   0.60631	   0.00546
   0.60822	   0.00545
   0.61014	   0.00544
   0.61205	   0.00544
   0.61397	   0.00547
   0.61591	   0.00546
   0.61782	   0.00544
   0.61976	   0.00546
   0.62167	   0.00548
   0.62361	   0.00548
   0.62557	   0.00547
   0.62758	   0.00555
   0.62957	   0.00561
   0.63149	   0.00546
   0.63340	   0.00538
   0.63532	   0.00541
   0.63731	   0.00539
   0.63939	   0.00547
   0.64131	   0.00544
   0.64328	   0.00548
   0.64521	   0.00557
   0.64712	   0.00556
   0.64905	   0.00555
   0.65112	   0.00556
   0.65303	   0.00553
   0.65499	   0.00558
   0.65694	   0.00552
   0.65888	   0.00550
   0.66079	   0.00552
   0.66273	   0.00552
   0.66464	   0.00544
   0.66665	   0.00548
   0.66856	   0.00546
   0.67061	   0.00546
   0.67271	   0.00551
   0.67464	   0.00545
   0.67654	   0.00543
   0.67850	   0.00549
   0.68042	   0.00545
   0.68233	   0.00545
   0.68425	   0.00547
   0.68615	   0.00547
   0.68807	   0.00551
   0.69001	   0.00553
   0.69192	   0.00551
   0.69384	   0.00552
   0.69575	   0.00551
   0.69768	   0.00554
   0.69959	   0.00553
   0.70150	   0.00554
   0.70340	   0.00553
   0.70531	   0.00553
   0.70722	   0.00553
   0.70914	   0.00552
   0.71104	   0.00554
   0.71295	   0.00552
   0.71486	   0.00553
   0.71676	   0.00550
   0.71867	   0.00551
   0.72058	   0.00552
   0.72248	   0.00552
   0.72443	   0.00553
   0.72635	   0.00552
   0.72826	   0.00546
   0.73023	   0.00551
   0.73214	   0.00551
   0.73407	   0.00551
   0.73599	   0.00553
   0.73793	   0.00551
   0.74016	   0.00555
   0.74210	   0.00551
   0.74409	   0.00552
   0.74599	   0.00553
   0.74794	   0.00554
   0.74988	   0.00555
   0.75179	   0.00556
   0.75451	   0.00557
   0.75646	   0.00558
   0.75862	   0.00559
   0.76054	   0.00559
   0.76250	   0.00560
   0.76448	   0.00561
   0.76641	   0.00562
   0.76833	   0.00563
   0.77024	   0.00564
   0.77218	   0.00565
   0.77409	   0.00565
   0.77601	   0.00565
   0.77793	   0.00565
   0.77983	   0.00565
   0.78174	   0.00566
   0.78366	   0.00565
   0.78557	   0.00565
   0.78749	   0.00565
   0.78940	   0.00564
   0.79134	   0.00565
   0.79329	   0.00566
   0.79520	   0.00565
   0.79713	   0.00565
   0.79904	   0.00567
   0.80103	   0.00570
   0.80297	   0.00570
   0.80488	   0.00568
   0.80681	   0.00566
   0.80872	   0.00566
   0.81063	   0.00565
   0.81257	   0.00565
   0.81451	   0.00567
   0.81642	   0.00566
   0.81833	   0.00566
   0.82025	   0.00566
   0.82217	   0.00569
   0.82408	   0.00566
   0.82599	   0.00566
   0.82789	   0.00568
   0.82980	   0.00568
   0.83171	   0.00566
   0.83363	   0.00566
   0.83553	   0.00565
   0.83744	   0.00566
   0.83937	   0.00568
   0.84129	   0.00568
   0.84321	   0.00565
   0.84512	   0.00562
   0.84703	   0.00564
   0.84893	   0.00563
   0.85084	   0.00564
   0.85275	   0.00565
   0.85466	   0.00566
   0.85659	   0.00563
   0.85854	   0.00564
   0.86046	   0.00564
   0.86240	   0.00567
   0.86433	   0.00571
   0.86625	   0.00567
   0.86817	   0.00565
   0.87009	   0.00565
   0.87205	   0.00569
   0.87397	   0.00566
   0.87590	   0.00566
   0.87782	   0.00566
   0.87981	   0.00566
   0.88188	   0.00566
   0.88379	   0.00566
   0.88572	   0.00567
   0.88762	   0.00567
   0.88953	   0.00567
   0.89145	   0.00567
   0.89336	   0.00566
   0.89527	   0.00569
   0.89718	   0.00566
   0.89911	   0.00567
   0.90101	   0.00568
   0.90294	   0.00568
   0.90485	   0.00568
   0.90675	   0.00567
   0.90866	   0.00567
   0.91057	   0.00566
   0.91248	   0.00567
   0.91440	   0.00569
   0.91635	   0.00569
   0.91828	   0.00571
   0.92019	   0.00572
   0.92211	   0.00572
   0.92403	   0.00571
   0.92594	   0.00571
   0.92784	   0.00571
   0.92977	   0.00572
   0.93168	   0.00573
   0.93361	   0.00571
   0.93554	   0.00569
   0.93746	   0.00572
   0.93937	   0.00571
   0.94128	   0.00569
   0.94319	   0.00570
   0.94509	   0.00571
   0.94703	   0.00571
   0.94897	   0.00574
   0.95093	   0.00568
   0.95297	   0.00573
   0.95488	   0.00573
   0.95679	   0.00573
   0.95870	   0.00573
   0.96062	   0.00573
   0.96255	   0.00573
   0.96447	   0.00573
   0.96642	   0.00573
   0.96833	   0.00573
   0.97025	   0.00573
   0.97216	   0.00573
   0.97406	   0.00573
   0.97597	   0.00573
   0.97789	   0.00573
   0.97980	   0.00574
   0.98172	   0.00574
   0.98364	   0.00574
   0.98555	   0.00574
   0.98748	   0.00574
   0.98942	   0.00574
   0.99149	   0.00574
   0.99355	   0.00574
   0.99553	   0.00574
   0.99746	   0.00574
   0.99936	   0.00574
   1.00130	   0.00574
   1.00320	   0.00572
   1.00510	   0.00572
   1.00700	   0.00572
   1.00900	   0.00575
   1.01090	   0.00572
   1.01280	   0.00572
   1.01470	   0.00572
   1.01660	   0.00571
   1.01850	   0.00571
   1.02040	   0.00571
   1.02240	   0.00570
   1.02430	   0.00571
   1.02620	   0.00571
   1.02810	   0.00568
   1.03000	   0.00568
   1.03200	   0.00570
   1.03390	   0.00567
   1.03580	   0.00570
   1.03780	   0.00573
   1.03970	   0.00568
   1.04160	   0.00567
   1.04350	   0.00567
   1.04540	   0.00568
   1.04730	   0.00571
   1.04920	   0.00573
   1.05110	   0.00574
   1.05300	   0.00572
   1.05500	   0.00572
   1.05690	   0.00573
   1.05880	   0.00572
   1.06070	   0.00570
   1.06270	   0.00574
   1.06460	   0.00570
   1.06650	   0.00572
   1.06840	   0.00574
   1.07030	   0.00578
   1.07230	   0.00575
   1.07420	   0.00575
   1.07610	   0.00576
   1.07800	   0.00574
   1.07990	   0.00575
   1.08190	   0.00572
   1.08380	   0.00569
   1.08570	   0.00570
   1.08770	   0.00574
   1.08960	   0.00570
   1.09150	   0.00572
   1.09350	   0.00576
   1.09540	   0.00572
   1.09730	   0.00571
   1.09920	   0.00570
   1.10110	   0.00571
   1.10310	   0.00568
   1.10500	   0.00570
   1.10690	   0.00573
   1.10880	   0.00577
   1.11070	   0.00575
   1.11260	   0.00573
   1.11450	   0.00574
   1.11650	   0.00574
   1.11840	   0.00575
   1.12030	   0.00574
   1.12220	   0.00572
   1.12410	   0.00570
   1.12610	   0.00573
   1.12800	   0.00571
   1.12990	   0.00569
   1.13180	   0.00571
   1.13380	   0.00570
   1.13570	   0.00569
   1.13760	   0.00570
   1.13950	   0.00569
   1.14140	   0.00567
   1.14330	   0.00565
   1.14520	   0.00566
   1.14710	   0.00567
   1.14910	   0.00566
   1.15100	   0.00567
   1.15290	   0.00567
   1.15480	   0.00567
   1.15670	   0.00568
   1.15860	   0.00567
   1.16060	   0.00566
   1.16250	   0.00567
   1.16440	   0.00570
   1.16630	   0.00566
   1.16820	   0.00568
   1.17010	   0.00569
   1.17210	   0.00569
   1.17400	   0.00567
   1.17590	   0.00568
   1.17780	   0.00569
   1.17970	   0.00570
   1.18160	   0.00570
   1.18350	   0.00570
   1.18540	   0.00568
   1.18730	   0.00570
   1.18920	   0.00567
   1.19110	   0.00566
   1.19310	   0.00567
   1.19500	   0.00569
   1.19690	   0.00569
   1.19880	   0.00570
   1.20070	   0.00569
   1.20270	   0.00572
   1.20460	   0.00569
   1.20660	   0.00570
   1.20850	   0.00570
   1.21040	   0.00570
   1.21230	   0.00570
   1.21430	   0.00570
   1.21620	   0.00570
   1.21810	   0.00570
   1.22000	   0.00570
   1.22200	   0.00571
   1.22390	   0.00571
   1.22580	   0.00571
   1.22770	   0.00571
   1.22960	   0.00571
   1.23150	   0.00571
   1.23340	   0.00571
   1.23530	   0.00571
   1.23730	   0.00572
   1.23920	   0.00572
   1.24120	   0.00572
   1.24310	   0.00572
   1.24500	   0.00572
   1.24690	   0.00572
   1.24890	   0.00573
   1.25080	   0.00574
   1.25270	   0.00573
   1.25460	   0.00571
   1.25660	   0.00571
   1.25850	   0.00575
   1.26050	   0.00572
   1.26240	   0.00572
   1.26430	   0.00574
   1.26630	   0.00576
   1.26820	   0.00575
   1.27020	   0.00576
   1.27210	   0.00572
   1.27400	   0.00573
   1.27590	   0.00574
   1.27780	   0.00573
   1.27980	   0.00573
   1.28170	   0.00574
   1.28370	   0.00573
   1.28560	   0.00573
   1.28750	   0.00574
   1.28940	   0.00573
   1.29130	   0.00573
   1.29320	   0.00573
   1.29520	   0.00574
   1.29710	   0.00573
   1.29900	   0.00573
   1.30090	   0.00572
   1.30280	   0.00573
   1.30470	   0.00570
   1.30660	   0.00569
   1.30860	   0.00569
   1.31050	   0.00568
   1.31240	   0.00567
   1.31460	   0.00567
   1.31660	   0.00566
   1.31860	   0.00566
   1.32060	   0.00565
   1.32250	   0.00564
   1.32450	   0.00564
   1.32650	   0.00563
   1.32840	   0.00563
   1.33030	   0.00565
   1.33220	   0.00563
   1.33420	   0.00563
   1.33610	   0.00562
   1.33800	   0.00563
   1.33990	   0.00562
   1.34180	   0.00561
   1.34380	   0.00563
   1.34570	   0.00563
   1.34760	   0.00561
   1.34950	   0.00562
   1.35140	   0.00562
   1.35340	   0.00564
   1.35530	   0.00564
   1.35720	   0.00561
   1.35910	   0.00562
   1.36100	   0.00564
   1.36300	   0.00562
   1.36490	   0.00563
   1.36680	   0.00565
   1.36880	   0.00563
   1.37070	   0.00565
   1.37270	   0.00569
   1.37460	   0.00564
   1.37650	   0.00567
   1.37840	   0.00567
   1.38030	   0.00567
   1.38220	   0.00566
   1.38420	   0.00566
   1.38610	   0.00564
   1.38800	   0.00563
   1.38990	   0.00564
   1.39180	   0.00564
   1.39370	   0.00567
   1.39560	   0.00568
   1.39760	   0.00565
   1.39950	   0.00565
   1.40140	   0.00568
   1.40330	   0.00564
   1.40530	   0.00563
   1.40730	   0.00566
   1.40920	   0.00568
   1.41110	   0.00563
   1.41300	   0.00569
   1.41490	   0.00565
   1.41690	   0.00568
   1.41880	   0.00565
   1.42070	   0.00563
   1.42260	   0.00564
   1.42450	   0.00564
   1.42640	   0.00565
   1.42840	   0.00565
   1.43030	   0.00565
   1.43220	   0.00565
   1.43410	   0.00565
   1.43610	   0.00565
   1.43800	   0.00565
   1.43990	   0.00565
   1.44180	   0.00566
   1.44370	   0.00566
   1.44570	   0.00566
   1.44760	   0.00566
   1.44950	   0.00566
   1.45140	   0.00566
   1.45330	   0.00566
   1.45530	   0.00566
   1.45720	   0.00567
   1.45910	   0.00567
   1.46110	   0.00567
   1.46300	   0.00567
   1.46490	   0.00567
   1.46690	   0.00567
   1.46880	   0.00573
   1.47070	   0.00569
   1.47260	   0.00567
   1.47460	   0.00569
   1.47650	   0.00570
   1.47840	   0.00568
   1.48030	   0.00568
   1.48220	   0.00571
   1.48410	   0.00571
   1.48600	   0.00568
   1.48790	   0.00571
   1.48980	   0.00571
   1.49180	   0.00571
   1.49370	   0.00570
   1.49560	   0.00571
   1.49750	   0.00572
   1.49940	   0.00572
   1.50130	   0.00572
   1.50320	   0.00573
   1.50510	   0.00572
   1.50710	   0.00571
   1.50900	   0.00572
   1.51090	   0.00573
   1.51280	   0.00575
   1.51470	   0.00575
   1.51660	   0.00574
   1.51850	   0.00575
   1.52040	   0.00575
   1.52230	   0.00577
   1.52420	   0.00577
   1.52610	   0.00578
   1.52810	   0.00580
   1.53000	   0.00580
   1.53190	   0.00579
   1.53390	   0.00582
   1.53580	   0.00592
   1.53780	   0.00590
   1.53970	   0.00585
   1.54160	   0.00584
   1.54360	   0.00586
   1.54550	   0.00591
   1.54740	   0.00589
   1.54940	   0.00587
   1.55130	   0.00588
   1.55320	   0.00589
   1.55510	   0.00591
   1.55700	   0.00592
   1.55890	   0.00593
   1.56080	   0.00596
   1.56270	   0.00597
   1.56460	   0.00597
   1.56650	   0.00599
   1.56840	   0.00600
   1.57030	   0.00601
   1.57220	   0.00600
   1.57420	   0.00603
   1.57610	   0.00603
   1.57800	   0.00605
   1.57990	   0.00607
   1.58180	   0.00607
   1.58370	   0.00609
   1.58560	   0.00609
   1.58750	   0.00611
   1.58950	   0.00613
   1.59140	   0.00615
   1.59330	   0.00615
   1.59520	   0.00616
   1.59710	   0.00617
   1.59900	   0.00620
   1.60090	   0.00621
   1.60280	   0.00622
   1.60470	   0.00625
   1.60670	   0.00626
   1.60860	   0.00628
   1.61050	   0.00629
   1.61240	   0.00634
   1.61430	   0.00631
   1.61620	   0.00634
   1.61810	   0.00636
   1.62000	   0.00637
   1.62190	   0.00640
   1.62380	   0.00641
   1.62570	   0.00643
   1.62760	   0.00643
   1.62950	   0.00644
   1.63150	   0.00647
   1.63340	   0.00650
   1.63530	   0.00650
   1.63720	   0.00649
   1.63910	   0.00654
   1.64100	   0.00655
   1.64290	   0.00657
   1.64480	   0.00663
   1.64680	   0.00667
   1.64870	   0.00668
   1.65070	   0.00669
   1.65260	   0.00670
   1.65450	   0.00671
   1.65640	   0.00672
   1.65830	   0.00669
   1.66020	   0.00673
   1.66210	   0.00673
   1.66400	   0.00674
   1.66590	   0.00676
   1.66790	   0.00678
   1.66980	   0.00679
   1.67170	   0.00681
   1.67360	   0.00684
   1.67550	   0.00685
   1.67740	   0.00686
   1.67930	   0.00690
   1.68120	   0.00690
   1.68310	   0.00693
   1.68500	   0.00695
   1.68690	   0.00698
   1.68880	   0.00698
   1.69080	   0.00701
   1.69270	   0.00704
   1.69460	   0.00707
   1.69650	   0.00707
   1.69840	   0.00712
   1.70030	   0.00713
   1.70220	   0.00716
   1.70410	   0.00718
   1.70600	   0.00720
   1.70790	   0.00723
   1.70990	   0.00725
   1.71180	   0.00728
   1.71370	   0.00730
   1.71560	   0.00731
   1.71750	   0.00735
   1.71940	   0.00738
   1.72130	   0.00740
   1.72320	   0.00741
   1.72510	   0.00744
   1.72700	   0.00747
   1.72900	   0.00748
   1.73090	   0.00752
   1.73280	   0.00754
   1.73470	   0.00757
   1.73660	   0.00758
   1.73850	   0.00761
   1.74040	   0.00766
   1.74230	   0.00767
   1.74420	   0.00770
   1.74610	   0.00772
   1.74800	   0.00775
   1.75000	   0.00778
   1.75190	   0.00781
   1.75380	   0.00786
   1.75570	   0.00787
   1.75760	   0.00789
   1.75950	   0.00793
   1.76140	   0.00797
   1.76330	   0.00813
   1.76520	   0.00815
   1.76710	   0.00820
   1.76910	   0.00824
   1.77100	   0.00827
   1.77290	   0.00831
   1.77480	   0.00833
   1.77670	   0.00837
   1.77860	   0.00840
   1.78050	   0.00844
   1.78240	   0.00846
   1.78430	   0.00850
   1.78620	   0.00853
   1.78810	   0.00856
   1.79000	   0.00860
   1.79190	   0.00865
   1.79380	   0.00869
   1.79580	   0.00871
   1.79770	   0.00875
   1.79960	   0.00879
   1.80150	   0.00882
   1.80340	   0.00885
   1.80530	   0.00889
   1.80720	   0.00894
   1.80910	   0.00898
   1.81100	   0.00903
   1.81290	   0.00905
   1.81480	   0.00909
   1.81670	   0.00912
   1.81860	   0.00917
   1.82050	   0.00923
   1.82250	   0.00927
   1.82440	   0.00930
   1.82630	   0.00934
   1.82820	   0.00938
   1.83010	   0.00942
   1.83200	   0.00946
   1.83390	   0.00951
   1.83580	   0.00955
   1.83770	   0.00959
   1.83960	   0.00963
   1.84150	   0.00968
   1.84340	   0.00972
   1.84530	   0.00978
   1.84730	   0.00981
   1.84920	   0.00986
   1.85110	   0.00990
   1.85300	   0.00994
   1.85490	   0.01000
   1.85680	   0.01005
   1.85870	   0.01009
   1.86060	   0.01014
   1.86250	   0.01019
   1.86440	   0.01024
   1.86630	   0.01029
   1.86820	   0.01033
   1.87010	   0.01038
   1.87200	   0.01044
   1.87400	   0.01049
   1.87590	   0.01055
   1.87780	   0.01060
   1.87970	   0.01066
   1.88160	   0.01071
   1.88350	   0.01077
   1.88540	   0.01083
   1.88730	   0.01087
   1.88920	   0.01094
   1.89110	   0.01101
   1.89300	   0.01107
   1.89490	   0.01114
   1.89680	   0.01120
   1.89880	   0.01126
   1.90070	   0.01133
   1.90260	   0.01139
   1.90450	   0.01148
   1.90640	   0.01154
   1.90830	   0.01162
   1.91020	   0.01168
   1.91210	   0.01177
   1.91410	   0.01183
   1.91600	   0.01189
   1.91800	   0.01199
   1.91990	   0.01208
   1.92180	   0.01218
   1.92370	   0.01226
   1.92560	   0.01234
   1.92750	   0.01242
   1.92950	   0.01252
   1.93140	   0.01262
   1.93330	   0.01270
   1.93520	   0.01277
   1.93710	   0.01289
   1.93900	   0.01297
   1.94090	   0.01306
   1.94280	   0.01316
   1.94470	   0.01326
   1.94660	   0.01337
   1.94850	   0.01346
   1.95040	   0.01357
   1.95230	   0.01366
   1.95420	   0.01376
   1.95620	   0.01386
   1.95810	   0.01396
   1.96000	   0.01407
   1.96190	   0.01418
   1.96380	   0.01429
   1.96570	   0.01440
   1.96760	   0.01452
   1.96950	   0.01463
   1.97140	   0.01477
   1.97340	   0.01493
   1.97530	   0.01508
   1.97720	   0.01523
   1.97910	   0.01538
   1.98100	   0.01554
   1.98290	   0.01572
   1.98480	   0.01590
   1.98670	   0.01607
   1.98870	   0.01625
   1.99060	   0.01646
   1.99260	   0.01666
   1.99450	   0.01688
   1.99640	   0.01711
   1.99830	   0.01735
   2.00020	   0.01759
   2.00210	   0.01786
   2.00410	   0.01813
   2.00600	   0.01841
   2.00790	   0.01870
   2.00980	   0.01902
   2.01180	   0.01935
   2.01370	   0.01971
   2.01560	   0.02009
   2.01750	   0.02051
   2.01940	   0.02094
   2.02130	   0.02140
   2.02320	   0.02190
   2.02520	   0.02246
   2.02710	   0.02304
   2.02900	   0.02368
   2.03090	   0.02436
   2.03280	   0.02511
   2.03480	   0.02593
   2.03670	   0.02681
   2.03860	   0.02776
   2.04050	   0.02880
   2.04250	   0.02994
   2.04440	   0.03117
   2.04630	   0.03253
   2.04820	   0.03402
   2.05010	   0.03564
   2.05200	   0.03738
   2.05390	   0.03929
   2.05590	   0.04136
   2.05780	   0.04358
   2.05970	   0.04603
   2.06170	   0.04928
   2.06360	   0.05373
   2.06570	   0.05837
